cyclepoint,parcel_1,parcel_2,parcel_3,parcel_4,parcel_5,parcel_6,parcel_7,parcel_8,parcel_9,parcel_10,parcel_11,parcel_12,parcel_13,parcel_14,parcel_15,parcel_16,parcel_17,parcel_18,parcel_19,parcel_20,parcel_21,parcel_22,parcel_23,parcel_24,parcel_25,parcel_26,parcel_27,parcel_28,parcel_29,parcel_30,parcel_31,parcel_32,parcel_33,parcel_34,parcel_35,parcel_36,parcel_37,parcel_38,parcel_39,parcel_40,parcel_41,parcel_42,parcel_43,parcel_44,parcel_45,parcel_46,parcel_47,parcel_48,parcel_49,parcel_50,parcel_51,parcel_52,parcel_53,parcel_54,parcel_55,parcel_56,parcel_57,parcel_58,parcel_59,parcel_60,parcel_61,parcel_62,parcel_63,parcel_64,parcel_65,parcel_66,parcel_67,parcel_68,parcel_69,parcel_70,parcel_71,parcel_72,parcel_73,parcel_74,parcel_75,parcel_76,parcel_77,parcel_78,parcel_79,parcel_80,parcel_81,parcel_82,parcel_83,parcel_84,parcel_85,parcel_86,parcel_87,parcel_88,parcel_89,parcel_90,parcel_91,parcel_92,parcel_93,parcel_94,parcel_95,parcel_96,parcel_97,parcel_98,parcel_99,parcel_100
1,0.185175113,-0.638008353,-0.013826938,-0.546536759,-0.248998042,0.354225686,-0.019439545,0.085305341,-0.142604707,0.190494514,0.002201226,0.208222165,0.846326758,0.193422322,0.005793076,0.054550642,0.586917474,-0.070861542,0.103376673,-0.497121177,-0.136362438,0.544444814,0.046164991,-0.367106537,0.167044027,0.004895252,-0.302820027,-0.096020211,0.216151987,0.025757119,0.133519758,-0.010908659,-0.083574187,-0.469759011,0.181157159,-0.214499701,0.147107584,-0.338223012,-0.624410178,-0.174537953,-0.503598021,-0.047200713,0.072444968,-0.342236629,-0.209522923,-0.246862015,-0.473145782,-0.067869871,0.251264103,-0.129098587,0.001306004,-0.256642333,0.033813287,-0.68061452,0.097392936,0.015529425,-0.121925115,-0.398707917,0.3948442,0.769717157,0.579994247,0.94640604,0.724753786,0.450145429,0.134914477,0.019658626,-0.204911721,0.491845487,-0.416650588,-0.38322477,-0.239841978,-0.444552553,-0.111277737,-0.672963839,-0.097985087,-0.080384225,-0.37217267,0.048441559,-0.20104821,-0.022040924,-0.80558225,-0.868174461,-0.64255126,-0.585659113,-0.664221935,-1.110578785,-0.120118271,-0.333151029,-0.399295179,-1.327009768,-0.446131991,-0.092050546,-0.970370725,-0.209605708,-0.413356085,-0.144517794,-0.672059313,-0.265236465,0.721630517,-0.278989507
0.814814815,-0.084943284,-0.06407319,-0.011512437,0.059745282,0.020924321,-0.16644622,0.323057826,0.039679323,0.00873523,-0.069210341,-0.204803293,0.166985835,-0.550830263,-0.077425898,-0.050097287,-0.169477466,0.391198993,-0.142016005,0.054990845,-0.05860677,-0.053036703,0.169932342,0.316906914,0.139121766,0.252042386,0.552497545,0.355569567,0.266275421,0.02942984,0.601394151,-0.49905296,-0.176447814,-0.041259998,-0.569928404,-0.459776262,0.177478767,-0.014096109,-0.324709279,-1.195796544,0.004638872,-0.534311745,-0.530582873,-0.747382103,-0.259250421,-0.319382498,-0.632717473,-0.507338584,-0.56950267,-0.191181252,-0.619517679,0.08870179,0.088100946,-0.082494233,-0.115668984,-0.054751889,-0.116493212,0.011282943,-0.15668218,0.049646092,0.230073178,0.100309281,-0.978551208,-0.550990776,-0.018851517,0.153819732,0.118732854,0.116679444,0.211527027,0.405036826,-0.029923263,0.263547282,0.110896987,0.389219771,0.020742313,0.895910765,0.316684343,0.52551894,0.73392626,-0.293761029,-0.214241671,0.485216063,-0.571369688,0.084573192,0.109086182,0.513597189,0.262084444,0.370610763,0.765746813,-0.092664204,0.077939515,-0.484416363,0.032875863,-0.195185792,-0.259976874,-0.349307171,0.245324607,-0.29833858,-0.065762004,0.020117388,-0.536136484
0.548387097,-0.181771476,0.219612961,0.024406093,0.213039181,-0.026481172,-0.209380374,-0.188990901,-0.040568487,0.098888664,0.252506945,0.309378187,0.493331461,0.500942876,0.447432014,0.283857056,0.360657261,0.807670682,0.452514846,0.571447387,0.409794653,0.131250133,0.535359159,0.451303866,0.678722891,0.193577474,0.659541084,0.434357792,0.535497137,0.056267776,0.522623284,-0.184947515,-0.336557051,-0.091123114,0.553153175,0.354182534,0.494426745,-0.041365775,-0.175266577,-0.173512087,-0.11462388,0.282755939,0.342783312,0.11924392,0.080382045,-0.040320122,0.012741714,0.358706428,-0.066717714,-0.20289356,0.353266821,-0.401901443,0.031805243,-0.016521057,0.200859369,0.162798412,-0.03775684,0.091541396,0.149241013,0.112101189,0.297108869,0.479507448,0.537216346,0.512417376,1.283159272,1.312129277,0.466509474,0.260741946,0.743068735,0.596499491,0.221245107,0.612052449,0.365817725,0.606365329,0.212296798,0.490810173,0.488723784,0.312527051,0.775729749,-0.389293512,-0.229554699,0.26124784,-0.123546221,0.348858709,0.609634452,0.419386831,0.133737018,-0.006272104,0.353089745,0.192036993,0.112107304,-0.065168177,0.054850756,0.353941485,0.297983047,0.462158416,-0.04392783,0.36265008,-0.101519161,0.217455433,0.55020532
1,0.179961008,1.205941938,0.700748537,0.422076824,0.603025554,0.827113838,0.917952869,0.830666343,1.032743669,0.343965979,0.291571466,0.294923152,0.256393701,1.063052393,0.577179602,0.475218519,0.399597621,0.842616441,0.591293585,0.77936189,0.693730874,0.445879183,0.590130948,0.192054854,0.166182126,0.109929876,-0.161750399,0.146816659,0.33240134,0.268582338,0.187383101,0.221967935,0.084855217,0.294319278,0.015640909,1.111249264,0.33086927,0.151757322,0.17123396,0.485029799,-0.08628501,-0.308994074,-0.049667337,0.303400634,-0.019848687,-0.165500185,-0.052500953,-0.012611931,1.0876969,0.562643702,0.360715305,1.038530515,0.543200048,0.354043667,0.945473671,0.797349435,0.92331258,1.115712533,0.446277651,0.498251554,0.486163713,-0.116110125,0.221113609,0.349100512,0.601319851,0.552448133,0.602066268,0.381773871,0.630083265,0.747055921,0.605915293,0.277656001,0.344880898,0.736872378,0.003970623,0.147534734,0.162839858,0.300745318,0.19638807,0.372574506,0.154893039,1.200592704,0.511660445,0.398336885,0.180199686,1.049454836,0.518087584,0.100243791,1.251452178,0.534309468,0.414215261,0.350702768,0.593388743,0.390723914,0.485361073,0.493106115,0.099423275,0.626537841,1.433657254,1.085121625
0.965517241,-0.882784112,-1.107331618,-0.731292554,-0.191900149,-0.650451311,-0.514241375,-0.08338012,-0.518573237,-0.417093965,-0.149908594,-0.335680007,-0.3950638,-0.623462209,0.08921039,-0.310234011,-0.642380351,-0.168018902,-0.382180085,-0.401919026,-0.329682982,0.122807408,-0.290070047,-0.212092345,0.126007594,-0.19836005,-0.371373106,0.102795927,-0.382196037,-0.094708413,-0.066149064,-0.127790601,-0.700368691,-0.19521616,-0.630523783,-0.132481031,-0.814462264,-0.396893514,-0.199301813,-0.534321,-0.101268734,-0.419847907,-0.498034055,-0.36279248,-0.205589546,-0.299976331,-0.610341367,-0.456447281,-0.231325204,-0.881274539,-0.408996048,-0.70908891,-0.974975856,-0.271533934,-0.31342888,-0.883767098,-0.748696853,-0.780096958,-0.42783694,-0.466742217,-0.7442814,-0.365444611,-0.795617933,-0.299453536,-0.33768916,0.088621887,-0.378852195,-0.359656857,-0.420496823,-0.376107613,-0.753320933,-0.152675539,-0.56360832,-0.272979398,-0.526647663,0.117452516,-0.349087559,-0.297063337,-0.358553121,0.069295444,-0.552276781,-0.336427046,-0.542245582,-0.35366019,-0.487679265,-0.241611727,-0.493937861,-0.737586643,-0.480798268,-0.800082878,-0.871570633,-0.476173593,-0.480579741,-0.698533672,-0.857223661,-0.880877906,-0.400535874,-0.682324909,-0.442297309,-0.703083875,-0.466292041
1,-0.156159646,0.136380699,-0.402733761,0.533162115,0.352518862,-0.372782694,-0.03871666,-0.318237397,-0.822746745,-0.427283627,-0.19309256,-0.670796559,-1.150143457,-0.006383025,-0.101144071,0.03504463,-0.373167063,0.10425544,-0.10176033,-0.116758096,0.008620257,-0.509680795,-0.07721728,-0.10436835,-0.242489268,-0.373563312,-0.043500313,0.092467124,0.132129147,-0.169912357,-0.024684413,-0.13779255,-0.203793675,0.01503669,-0.18446957,0.453783242,0.296133775,-0.325678233,-0.418314041,-0.427800391,-0.274366241,-0.682930851,-1.033026452,-0.435421039,-0.343258096,-0.741168682,0.02455011,-0.410263068,-0.294260868,-0.426447214,0.01929138,-0.115327738,-0.238223405,0.48192668,0.047611686,-0.395659825,-0.041505345,-0.385820832,-0.349060954,-0.114395865,-0.558590869,-0.878817637,-0.245296656,0.306418237,0.069854778,-0.255666297,-0.137917831,-0.112122022,0.183942896,0.088679326,-0.089284067,0.101762777,0.221531393,-0.871388754,0.049459548,0.049033135,-0.076072054,0.077406112,0.035875831,0.153050694,0.313404974,-0.006242746,0.047472375,0.285934097,0.117254847,0.064274067,0.244274211,0.569764786,0.313160704,-0.480575925,-0.27745991,-0.231173804,0.126103816,-0.206562431,-0.356307077,-0.189982637,-0.380216838,-0.220420647,-0.165779401,-0.240822099
0.866666667,-0.496606712,-0.611048797,-0.241541835,0.104561476,-0.084141867,-0.092326065,-0.44420554,-0.437083652,-0.490812753,-0.137478259,0.254956029,-0.145295851,-0.118133999,-0.31030357,-0.299643526,-0.374222532,0.056005542,-0.512202942,-0.148684432,-0.523981827,-0.335755701,0.022598573,-0.539059873,-0.457874511,-0.012617556,-0.021287732,-0.606507888,-0.048988307,-0.15375439,0.053072913,-0.395066977,-0.417259429,-0.216021976,-0.682006017,-0.236008786,-0.614924635,-0.453689536,-0.534696703,-0.800915898,-0.543617403,-0.98509967,-0.330638622,-0.602103795,-0.766581626,-0.431095975,-1.023977079,-1.202926826,-0.805345279,-0.259181262,-0.822325449,-0.219904231,-0.527526607,-0.369827629,-0.248655654,-0.61880089,-0.183262064,-0.506096956,-0.353476185,-0.215783815,-0.141058064,-0.444379519,-0.231526558,-0.754382946,-0.58337018,-0.364162918,-0.364030772,-0.681205241,-0.412225189,-0.613950254,-0.44900404,-0.420132469,-0.312587624,-0.087727208,-0.651887928,-0.554822266,0.013619346,-0.536964126,0.086387153,-0.408122089,-0.276478884,-0.720064603,-1.31672414,-1.178943371,-0.348956077,-0.742407929,-0.864752712,-0.347133074,-0.170173085,-0.691126016,-1.247076007,-0.708675491,-0.441284725,-0.967909933,-0.432705263,-0.81066136,-0.973260429,-0.938177994,-0.637095388,-0.254229856,-0.811578727
0.607142857,-0.597015811,0.611306682,-0.141696392,0.434037277,0.230696076,-0.235643158,0.039715161,0.135406385,-0.175608732,-0.024275558,-0.60832254,-0.29744971,-0.393254168,-0.061124927,-0.016541866,0.340934703,0.054250656,0.152474445,0.035839343,0.077957738,-0.239668191,0.192526219,0.025768232,0.758926703,0.297135504,0.137217241,0.198934764,-0.427351245,0.395864608,-0.320539702,-0.277918507,0.132207273,0.050131689,0.24860814,0.092923118,-0.003630876,0.483202876,-0.030979855,0.297536321,0.57453775,-0.035386897,-0.028678334,0.316247459,-0.841473719,-0.01881697,-0.241256879,0.029471742,-0.29482801,-1.104656998,-0.101484425,-0.158604976,0.070269739,0.244198463,0.546837294,0.157631832,-0.478726229,-0.019790088,-0.063481582,-0.148434726,-0.493352175,-0.297143308,-0.628808738,-0.268104693,-0.083879897,0.203595593,-0.050130947,-0.071251569,-0.084702746,0.301207116,0.182733293,0.131609733,0.162756908,-0.044609191,0.08247659,-0.270085642,0.233133251,0.354451241,-0.266919592,-0.178577029,0.225888894,0.770658863,0.166876854,0.233078589,0.52305721,0.38780642,0.287468571,-0.023022818,-0.050223303,0.403172459,0.531914093,0.03686081,-0.036919179,0.300124838,-0.130313351,0.466354769,-0.959072548,0.024589498,-0.029391174,-1.461815279,-0.400507347
0.964285714,-0.180225056,-0.147221769,-0.469254369,-0.206999114,-0.062019924,-0.304355713,-0.411380026,-0.522398756,-0.427010872,-0.398505975,-0.222887045,-0.40806024,0.132119517,-0.563597054,-0.357846335,-0.43208563,-0.099920826,-0.589020176,-0.098815303,-0.629879242,-0.814415478,0.145725098,-0.20293753,-0.053093892,0.173696189,0.178437526,0.425254233,0.249284106,-0.412777275,-0.100551649,0.099424751,0.107572255,-0.040048963,-0.206549246,0.219080923,-0.570097288,-0.123812447,0.088385236,0.295318345,0.111241258,0.174137625,0.307000844,0.246137789,0.217516377,0.328252287,0.399228245,0.45587053,0.27646001,-0.282354406,0.097748671,-0.314365991,-0.112979748,-0.33166132,-0.022744444,-0.47343806,-0.26972363,-0.711999834,-0.307114053,-0.475073343,-0.299139556,-0.602376258,0.234410948,-0.980575351,-0.005724198,-0.915992688,-0.384697717,-0.228393393,0.110510235,-0.178433355,-0.444223186,-0.765151172,0.452470104,-0.174257541,-0.073118917,-0.305405112,-0.040907369,-0.540894171,-0.377472613,0.307700502,0.011714966,0.350496882,0.283912278,0.366095921,0.475054594,0.059454833,0.114569901,-0.21482516,0.502960552,-0.635790598,0.282915791,0.117984482,0.000556368,0.015605262,0.286631876,0.428293585,0.237641007,0.31083124,0.174701049,-0.059766974,-0.129400532
0.035714286,-0.338962336,-1.15676299,-1.273934732,-0.576868317,-1.181055417,-1.259284486,-1.176232692,-1.670684016,-1.759361786,-0.835376443,-0.336432474,-1.089302474,-1.070656973,-1.241457291,-0.975829734,-0.753997438,-0.868100904,-1.033671072,-0.608541136,-1.057083878,-1.667110067,-0.840498907,-1.014608523,-0.641803993,-0.40487645,-0.221082485,-0.208053406,-0.183646027,-0.714962981,-0.15593406,-0.327668576,-0.231438016,-0.227905286,-0.22333894,-0.195882757,-1.034040757,0.105478022,-0.60340128,-0.918341752,-0.829804983,-0.608473634,0.105114826,-0.177993719,-0.892464736,0.372985336,-0.521077944,-0.0377524,-0.329095875,-1.388568564,-0.717907353,-0.363001233,-0.790071982,-0.806984897,-0.52636509,-1.285131178,-0.945166996,-1.409791973,-1.713860815,-0.850193287,-0.745350976,-0.799884954,-1.411005943,-2.022958594,-1.524322989,-1.402815791,-1.181516732,-1.52221576,-1.131611685,-0.813711591,-1.526902284,-1.38891201,-0.805884094,-0.837248232,-0.858047198,-0.854272362,-0.248647742,-1.143021642,-0.416335515,-0.47563309,-0.356333452,-0.142281462,-0.028591222,0.047726902,-0.3620131,-0.43250617,-0.250357482,-0.416837508,-0.261228146,-1.384577278,-0.340506124,-0.61190153,-0.743824806,-0.758881422,-0.090841023,0.013045445,-1.183694892,-0.598260382,-0.595980117,-1.520014376,-1.26316576
0.076923077,-0.379288466,-0.363944155,-0.375763853,-0.211190128,-0.554924518,-0.224480585,-0.584038004,-0.640776638,-0.435629536,-0.077829375,-0.134103077,-0.088115931,0.003374261,0.076196204,-0.198710522,-0.148635008,0.228783154,0.2810839,-0.184078025,-0.021059466,-0.04150067,0.062074367,0.038086737,-5.51E-05,0.03320308,0.092127101,0.164441781,-0.091016284,-0.38261547,-0.167625896,0.01034958,-0.305662827,0.148612453,0.603822523,0.630860951,-0.514824144,0.136003321,0.090967713,0.604324675,0.219012437,0.234886613,0.094296183,-0.041301644,-0.223401243,0.145902204,0.135963045,0.456995973,0.25364298,-0.456074474,-0.000284822,-0.100288142,-0.40991454,-0.384142628,-0.375257014,-0.230285214,-0.077532063,-0.594036365,-0.610389399,-0.505756689,-0.361650532,-0.184215182,-0.589167246,0.025980174,-0.187651082,0.034935563,-0.387386635,-0.345972373,0.106393305,0.266054028,0.133197069,-0.036948108,0.15172336,0.106292731,-0.234610598,-0.241096698,-0.149155886,-0.095023056,-0.065297525,0.128517476,-0.320627664,0.005867572,0.497858593,0.502172908,0.519587679,0.260118406,0.148215396,0.187179586,0.256096593,0.45836943,-0.208471324,0.155694757,-0.068895535,0.221699715,-0.146221973,-0.572903074,-0.192323899,0.225641847,0.248923831,-0.219412747,0.366334684
0.9,-0.137989625,-0.085905397,-0.208509917,-0.002853551,0.021971677,-0.403799057,-0.220792621,-0.004933559,-0.190521239,-0.326268689,-0.100188062,-0.3727094,-0.16279591,0.241146469,-0.20263093,-0.002530694,0.131867508,0.292598088,0.383922633,-0.066784589,-0.238514898,0.03226753,0.119275416,-0.40655158,-0.144162358,-0.060849596,-0.245234838,-0.193927243,-0.225689148,-0.085924696,0.078082167,0.019407468,0.014072536,0.421702934,0.437572305,0.031626689,0.240353279,-0.387491228,-0.383410545,-0.348074716,-0.000627886,-0.185718073,-0.396485735,-0.015304351,-0.229395912,-0.106437914,-0.080131374,0.225057879,-0.170411956,0.243471366,-0.077771513,-0.107613337,-0.193616723,-0.097523654,-0.160013961,-0.126246025,-0.184247457,-0.195422521,-0.195006598,-0.134559365,-0.252602835,-0.389444608,-0.647803584,-0.173205754,-0.2447909,-0.196585841,-0.341705995,-0.352686364,-0.153145473,0.003347708,-0.226935345,-0.35651409,-0.226110407,-0.632005727,-0.658183697,-0.494672721,-0.387759589,-0.253201756,-0.3817294,-0.092606203,-0.46353889,0.244114597,-0.361519125,0.053780164,-0.20177459,-0.356751582,0.098452377,-0.330309117,0.434085356,-0.496780205,-0.099461602,-0.127729805,-0.523707474,-0.452411676,-0.341946562,-0.144470823,-0.486860204,0.169322197,0.357479764,0.30756383
0.1,0.095224345,-0.603519378,-0.292435238,-0.170691826,-0.348886355,-0.272322026,-0.201108686,0.015405818,0.038945838,0.259576607,0.03873575,0.259527368,-0.00115769,-0.248717151,0.061725001,-0.418434747,-0.546025265,-0.909405269,-1.146742255,-0.478631242,-0.191315975,-0.306663588,-0.553322955,-0.11394308,0.428952365,-0.572914796,-0.428019864,0.013439542,-0.195390355,0.036431189,-0.117692526,0.033774192,-0.225586673,-1.129124915,-0.790145197,0.477273304,0.163190538,0.207196255,-0.207370744,-0.084055632,-0.064456645,0.021900599,-0.770216934,0.401287825,-0.363295423,-0.135789503,-0.508964941,-0.41079691,0.216113097,0.600108026,0.17329682,-0.176392114,-0.114490822,-0.402256565,-0.47694483,-0.101021793,0.162403982,0.186905473,-0.06637042,-0.048445681,0.026580311,-0.034584901,0.124657321,-0.095331927,0.129737601,-0.013139032,-0.086713619,-0.467325892,-1.046627516,-0.523996869,-0.071724534,-0.3165906,-0.151086223,-0.119358785,-0.048372102,-0.192213883,0.169046672,-0.117873091,0.089953574,0.166547897,-0.345552531,-0.313729665,-0.575454367,-0.945901602,-0.242408908,-0.505190936,0.534354719,-0.306996689,0.397564174,-0.044854349,0.023308761,0.643245723,0.049437951,-0.532217763,-0.464715665,0.660492615,-0.107453607,-0.099741259,0.439748269,0.603479844
0.714285714,-0.514151907,-0.127383626,-0.230027162,0.540528019,0.374571061,-0.011411138,-0.422493828,0.059200092,0.021988025,-0.056580007,-0.223685851,-0.324137851,-0.219188248,0.117889913,-0.268497441,-0.26710233,-0.138285204,-0.174065755,-0.159444663,-0.338458696,-0.194376369,-0.192192905,0.097714064,-0.463262411,-0.275485097,-0.16857539,0.088287989,-0.112028187,-0.181282071,-0.185404624,-0.255603063,-0.241242477,-0.231279405,-0.20259754,0.070974485,-0.67410194,-0.367859925,-0.429499906,-0.212958229,-0.798889545,-0.511873299,-0.490592273,-0.357101345,-0.397144213,0.173259554,-0.143731391,-0.030509615,-0.02723872,-0.825582232,-0.657036103,-0.129572547,0.051939309,-0.044587963,0.372425005,0.049165419,-0.340424142,-0.147082838,-0.067621123,-0.457405561,-0.479582648,-0.657994141,-0.474138336,-0.142713577,-0.550552215,-0.177395184,-0.352862745,-0.661570384,-0.107666574,0.086419852,-0.136523175,-0.507055816,-0.099902659,-0.121144915,-0.66222858,-0.484568293,-0.123072463,0.027087827,-0.157113938,-0.097214445,-0.381478373,-0.428662872,0.128225763,0.080955914,0.001649799,0.423384262,0.205566983,0.024331013,0.036879397,-0.367089383,-0.297651121,-0.373487157,-0.522563957,-0.407363044,-0.318811764,-0.470023251,-0.851582742,-0.268407328,0.081073927,-0.561873878,-0.719656927
0.133333333,0.271958685,0.746554525,0.276923663,0.426334481,0.436605082,0.406438033,0.583636091,0.770018391,0.594376058,-0.069664643,-0.112805245,-0.007925979,0.165333188,0.362874897,0.029948494,0.500058364,0.090889818,0.609218119,0.564865122,1.303888466,0.55828473,0.551099067,0.534072716,0.136327759,-0.031018352,0.031562387,0.53598697,0.227855826,0.402561846,0.315820518,-0.557799097,-0.088348442,0.087200421,0.322744474,0.259181033,1.791863565,0.442887135,-0.333798691,-0.372708169,0.213905022,-0.369388897,-0.276778112,-0.481108866,0.231709903,0.382811293,-0.296875663,0.104361673,0.412022424,0.434046081,0.64246319,0.200052583,0.661553947,0.435228799,0.55719855,0.511097398,0.362506297,0.789645549,0.790178161,0.101822815,0.169783425,0.453987511,-0.048936438,0.514475487,0.568072951,0.685985156,-0.042316806,-0.046169168,0.223428651,-0.055828578,0.466779172,0.726331916,0.34999336,0.342053432,0.230254203,0.309908312,0.106481464,0.486120665,0.257268367,-0.500473752,-0.04448902,-0.164829757,-0.334482343,0.082085785,0.272892664,0.037932948,-0.18056918,0.277778993,0.257765023,1.043926079,-0.670701654,-0.497896693,-0.073276284,-0.230455934,-0.452052878,-1.052406201,-0.115582277,-0.570397023,0.060858368,1.461447348,0.408988429
0.6,0.551017063,0.975400839,0.606928253,0.216032785,0.545845914,0.424266145,0.336583732,0.359888088,0.373268598,0.785405352,0.77084793,0.70464303,0.131331459,0.361095475,0.734846508,0.742285954,0.257167319,0.912430564,0.323847882,0.352876995,0.265618377,0.893667997,0.782176561,0.687929623,0.661497735,0.844055116,0.640894472,0.721860782,0.361831797,0.981724182,0.343798674,0.167397079,0.106019997,0.751493176,1.213908692,0.594010084,0.233207041,0.37814763,0.776108874,0.67952727,0.645179563,0.669008832,0.917523798,0.455573461,0.300915887,0.889806581,0.81917361,0.488122616,0.394463231,0.192655577,0.573867236,1.102686712,0.473215506,0.425143383,0.603759923,0.602672268,0.533297474,0.042893121,0.576017825,0.786434148,0.446126177,-0.072864866,0.444509084,0.57448884,0.310073382,0.658484738,0.502009548,0.056893401,0.303182928,0.675409567,0.143639359,1.07205123,0.621342076,0.83224536,0.284800778,0.662210226,0.35506766,0.954451604,0.334165609,0.30061504,0.63880127,0.198786927,0.252451216,0.893469167,0.388853079,0.68439382,0.543577585,0.66713047,0.604266593,0.683683559,0.156879842,0.866523595,0.670070817,0.654296946,0.919029909,0.059839999,0.684866772,0.133538471,0.107517575,0.087695302
0.64516129,-0.059979659,0.678843746,-0.116604896,0.403527787,0.229932027,-0.262301843,0.251309078,0.27001967,-0.28300621,-0.221893266,-0.186817162,-0.394296962,-0.114419015,-0.590440019,-0.615026614,0.566409462,0.083626303,0.533803689,0.234104824,0.309407402,-0.272207715,0.249909962,-0.055969348,-0.24897225,-0.407143018,-0.314493908,0.617347575,0.114108491,-0.014305575,-0.173791919,-0.215489532,-0.126943601,0.08068651,0.817437626,0.557368033,0.540771574,0.523834862,0.019912813,-0.390469172,-0.559235644,0.1469842,0.046480318,0.365106178,-0.352676841,0.870778128,0.460120329,0.754899067,1.053226863,-0.400164694,-0.154936072,0.281881631,0.720512237,0.557680232,0.583790705,0.040718902,-0.292014964,0.659268926,-0.119095062,-0.432630728,-0.368294524,-0.140013986,0.0109069,-0.08595036,-0.318474603,-0.710982153,-0.462277596,-0.153712168,0.310682871,0.334426271,0.189111414,-0.56073518,0.541160172,-0.166579185,-0.347977316,-0.097760204,-0.116700878,0.060322753,-0.254139748,-0.175183755,-0.078102077,0.881416701,0.884754674,1.135240031,0.488915123,0.864809512,0.714211844,0.836454399,0.145542097,0.642585362,-0.108645482,0.165956089,-0.398166766,-0.144114862,0.221181642,0.475087896,-0.171301881,0.522185654,0.649944308,-0.217327781,0.204156049
0.7,0.000752954,0.287508307,-0.259246987,0.366871214,0.611106295,-0.01099856,-0.00351729,0.703044381,0.166639322,-0.623362765,-0.984360857,-0.952761766,-0.8036746,0.32739212,-0.533858674,0.11748963,-0.684002672,0.588800621,-0.109964204,0.560345236,0.275631736,-0.309530146,-0.119619843,-0.755077833,-0.457437253,-0.330754366,-0.130045417,-0.065251161,-0.265893555,-0.087332235,0.422754674,0.05192416,-0.022992553,0.214059001,-0.137109753,0.023782248,0.121862207,-0.136029522,-0.432840888,-0.089964735,-0.110749555,-0.140769446,0.036133063,0.092370738,0.136852108,-0.169209646,0.057801076,-0.268958819,-0.242282529,-0.10369063,0.225044218,0.420545785,0.029822372,0.522690642,0.483710823,-0.258195511,0.673581267,-0.136924685,-0.695080698,-1.125233276,-0.742438045,-0.698932965,-0.442834827,-0.381069974,-0.12598235,-0.573423263,-0.036804903,-0.184897373,0.403528298,0.35346877,0.086197,-0.017155136,-0.258162104,-0.288267929,-0.553461164,-0.346430488,0.099121437,0.060130062,0.488370844,0.152663641,0.098052177,0.111175106,0.439438059,0.150100785,-0.157131269,0.374180241,0.164523836,-0.170233961,-0.206749842,-0.542143386,-0.001791967,-0.297954593,-0.359123149,0.152872311,0.513312516,0.29702847,-0.069821876,-0.102711141,-0.285063235,0.272501589
0.071428571,0.171003535,-0.522773634,-0.247194876,-0.267874837,-0.188876051,-0.402767189,-0.422109124,-0.190266447,-0.654021325,-0.384510471,-0.399692289,-0.513955065,-0.240258751,-0.504527083,-1.045745701,0.079174515,-0.027499266,0.272160356,-0.055176637,-0.282545226,-0.027556598,-0.083212527,-0.407650113,-0.21771356,-0.249444761,-0.310758399,-0.187855853,-0.205119215,-0.148283133,-0.525583931,0.14223566,0.104618259,0.126135954,0.141681351,-0.266927724,-0.355211758,0.550842931,-0.212631689,-0.027762993,-0.387987288,0.065426717,0.015236551,-0.005550005,0.253812572,0.308957239,0.029576542,-0.068507139,-0.006355709,-0.182834714,0.177795702,-0.180383286,-0.497293281,0.0882543,-0.159564534,-0.114757275,-0.514793636,0.015281293,-0.593885332,-0.419821908,-0.639671592,-0.030959789,-0.361506692,-0.622330751,-0.815807324,-1.180862834,-1.057411167,-0.565810064,-0.350565219,0.083853411,0.182046505,-0.488711227,-0.345890506,-0.437760767,-0.663724783,-0.340846645,-0.146252546,-0.181151907,-0.637683952,0.115282786,-0.121335176,-0.294880945,0.166398931,-0.010442021,-0.196215813,-0.46054136,-0.227405637,0.556174959,-0.370324423,-0.028491023,-0.619008958,-0.100679931,-0.425008362,-0.558788373,-0.108569126,-0.248145818,0.109726225,-0.057505777,-0.0399579,0.152646631,-0.0946665
0.642857143,-0.143023862,0.554494816,0.208532421,0.140633936,0.330968337,0.603348445,-0.014077781,0.042022063,0.14862557,0.176557734,0.221717828,0.356600925,0.130266813,-0.020970469,0.335584514,0.074227072,-0.006399653,0.380391371,0.453457255,0.238000207,-0.071444189,0.340728579,0.151987639,0.069387679,-0.003768863,-0.021004371,0.017268776,0.338300985,0.101880426,0.517730371,-0.092610479,-0.000386515,0.111973556,0.408518676,0.593232443,0.617595541,0.547591409,0.27646333,0.020527431,0.056562678,-0.087048491,-0.025383882,0.198323909,0.063579005,0.134070574,0.161498019,0.591622102,-0.073822512,0.395689414,0.690136384,-0.049415802,0.272427628,0.231802574,0.110716485,0.412977395,0.378992618,0.098424065,-0.09371398,0.047370234,0.101076646,0.278390395,-0.031249507,0.172273442,0.059600871,-0.064144163,0.203208024,0.164043071,0.367722138,1.078010577,0.80485191,-0.060899413,0.80791351,0.368475047,-0.017211796,0.165544548,-0.064272798,-0.148034901,0.214822906,0.093753123,0.195822793,0.545255297,1.011008995,0.762499897,0.919191403,0.183118617,1.072874905,0.606334894,0.783930934,0.811475683,0.173477029,0.228081382,0.118256126,0.337020063,0.45073288,0.096376872,0.232414252,0.32887498,0.792471584,0.437805211,0.845417913
